pair_ID	relatedness_score	entailment_judgment
3441	4.54411	ENTAILMENT
3442	4.52013	ENTAILMENT
3445	4.72999	ENTAILMENT
3446	4.45314	NEUTRAL
3447	4.14656	NEUTRAL
3449	4.6608	ENTAILMENT
3450	4.26336	NEUTRAL
3455	4.69185	ENTAILMENT
3456	3.75705	CONTRADICTION
3457	4.75383	ENTAILMENT
3458	3.05037	CONTRADICTION
3463	3.39189	NEUTRAL
3464	4.53136	ENTAILMENT
3466	4.6362	ENTAILMENT
3469	4.65074	ENTAILMENT
3470	1.36559	NEUTRAL
3473	3.10759	NEUTRAL
3474	2.47505	NEUTRAL
3475	1.6069	NEUTRAL
3476	1.60192	NEUTRAL
3477	1.90797	NEUTRAL
3478	3.31482	NEUTRAL
3481	3.7498	CONTRADICTION
3482	4.04373	NEUTRAL
3483	4.59874	CONTRADICTION
3489	3.94806	NEUTRAL
3490	3.06068	NEUTRAL
3493	4.70166	ENTAILMENT
3497	2.94685	NEUTRAL
3498	4.44099	ENTAILMENT
3499	3.1154	NEUTRAL
3502	3.91528	CONTRADICTION
3506	4.65612	ENTAILMENT
3509	2.95168	CONTRADICTION
3513	4.87124	ENTAILMENT
3515	4.78031	ENTAILMENT
3519	3.50577	NEUTRAL
3520	3.16897	NEUTRAL
3521	3.44854	NEUTRAL
3522	4.79292	ENTAILMENT
3523	3.64622	CONTRADICTION
3524	4.24082	ENTAILMENT
3525	4.02909	CONTRADICTION
3526	3.45039	NEUTRAL
3527	3.56908	ENTAILMENT
3531	3.1547	CONTRADICTION
3532	4.40559	ENTAILMENT
3535	4.67214	ENTAILMENT
3540	3.6516	NEUTRAL
3545	2.0099	NEUTRAL
3550	1.90001	NEUTRAL
3551	2.39252	NEUTRAL
3553	4.79306	ENTAILMENT
3555	4.5653	ENTAILMENT
3557	3.74294	NEUTRAL
3558	4.47106	ENTAILMENT
3559	3.51279	CONTRADICTION
3560	3.68297	NEUTRAL
3562	4.00282	CONTRADICTION
3563	4.70045	ENTAILMENT
3564	4.49641	ENTAILMENT
3570	3.76056	NEUTRAL
3573	3.76189	NEUTRAL
3575	4.75229	ENTAILMENT
3578	3.56443	CONTRADICTION
3581	2.86944	NEUTRAL
3583	2.90264	NEUTRAL
3585	3.92185	CONTRADICTION
3587	3.85915	NEUTRAL
3588	4.63252	ENTAILMENT
3590	4.54162	ENTAILMENT
3591	3.6003	CONTRADICTION
3593	4.62748	ENTAILMENT
3594	1.86835	NEUTRAL
3595	4.77833	ENTAILMENT
3596	3.77043	CONTRADICTION
3597	3.87532	ENTAILMENT
3599	3.60345	CONTRADICTION
3600	4.14684	ENTAILMENT
3601	4.40181	ENTAILMENT
3604	4.74954	ENTAILMENT
3605	2.89045	NEUTRAL
3606	4.7136	ENTAILMENT
3608	4.38083	ENTAILMENT
3609	3.03815	ENTAILMENT
3610	2.48876	CONTRADICTION
3612	3.50028	ENTAILMENT
3613	1.67998	NEUTRAL
3615	4.77654	ENTAILMENT
3616	3.73904	CONTRADICTION
3617	4.55983	ENTAILMENT
3619	4.36649	ENTAILMENT
3621	4.58495	ENTAILMENT
3622	3.37432	CONTRADICTION
3628	3.72997	ENTAILMENT
3631	3.83512	ENTAILMENT
3632	4.47588	ENTAILMENT
3634	4.51446	NEUTRAL
3636	3.89972	CONTRADICTION
3637	4.29931	NEUTRAL
3641	4.27193	ENTAILMENT
3642	2.80578	NEUTRAL
3644	4.66726	ENTAILMENT
3645	4.03737	NEUTRAL
3648	3.81631	CONTRADICTION
3652	3.84956	NEUTRAL
3654	2.87643	NEUTRAL
3655	2.91036	NEUTRAL
3656	3.40632	NEUTRAL
3659	4.16608	NEUTRAL
3660	4.07035	NEUTRAL
3662	2.19905	NEUTRAL
3663	3.52528	NEUTRAL
3664	2.37734	NEUTRAL
3665	2.5616	NEUTRAL
3667	2.81517	NEUTRAL
3671	2.98521	NEUTRAL
3674	3.20275	NEUTRAL
3675	2.04804	NEUTRAL
3676	3.21919	NEUTRAL
3677	4.70276	ENTAILMENT
3678	1.54683	NEUTRAL
3679	4.75063	ENTAILMENT
3681	4.70611	ENTAILMENT
3683	3.81069	NEUTRAL
3688	4.69094	ENTAILMENT
3698	4.69733	ENTAILMENT
3700	3.68969	NEUTRAL
3704	3.14649	CONTRADICTION
3706	3.35588	NEUTRAL
3714	4.59925	CONTRADICTION
3715	2.11545	ENTAILMENT
3716	4.80863	ENTAILMENT
3717	3.94648	CONTRADICTION
3722	3.9719	CONTRADICTION
3723	4.54246	NEUTRAL
3724	3.80679	CONTRADICTION
3726	3.29976	CONTRADICTION
3729	3.99661	CONTRADICTION
3730	4.21203	NEUTRAL
3731	4.45947	ENTAILMENT
3732	3.63439	NEUTRAL
3734	3.78116	NEUTRAL
3735	3.18153	NEUTRAL
3738	3.20021	NEUTRAL
3741	4.69681	ENTAILMENT
3744	3.77185	CONTRADICTION
3745	3.99382	NEUTRAL
3749	3.68059	NEUTRAL
3754	4.72516	ENTAILMENT
3757	3.46845	CONTRADICTION
3760	3.47968	CONTRADICTION
3763	4.68968	ENTAILMENT
3764	2.58801	NEUTRAL
3768	4.77147	ENTAILMENT
3769	3.70788	ENTAILMENT
3771	3.28274	CONTRADICTION
3772	4.51769	ENTAILMENT
3773	3.23933	NEUTRAL
3775	3.46642	ENTAILMENT
3778	1.92566	NEUTRAL
3782	4.15229	NEUTRAL
3786	3.40191	NEUTRAL
3787	2.10393	NEUTRAL
3791	3.79239	ENTAILMENT
3792	4.76026	ENTAILMENT
3793	3.83658	CONTRADICTION
3794	4.10499	NEUTRAL
3796	3.96227	CONTRADICTION
3798	4.66258	ENTAILMENT
3802	3.69629	CONTRADICTION
3806	3.79101	NEUTRAL
3808	3.16406	NEUTRAL
3810	2.12696	NEUTRAL
3811	3.18671	NEUTRAL
3813	3.45303	CONTRADICTION
3815	4.45939	ENTAILMENT
3816	4.05159	CONTRADICTION
3817	4.44382	ENTAILMENT
3818	3.42059	NEUTRAL
3819	4.17815	NEUTRAL
3822	4.11448	NEUTRAL
3824	3.88754	NEUTRAL
3829	4.66257	ENTAILMENT
3830	3.73618	NEUTRAL
3832	4.60876	ENTAILMENT
3833	4.32909	CONTRADICTION
3835	4.02036	CONTRADICTION
3837	4.65666	ENTAILMENT
3841	3.92868	CONTRADICTION
3842	4.68098	ENTAILMENT
3843	4.69341	ENTAILMENT
3848	4.55108	ENTAILMENT
3849	3.35116	CONTRADICTION
3850	4.59553	ENTAILMENT
3851	3.55575	NEUTRAL
3854	4.64351	ENTAILMENT
3858	3.76811	NEUTRAL
3859	3.33146	NEUTRAL
3863	2.21286	NEUTRAL
3865	4.51333	ENTAILMENT
3867	4.69962	ENTAILMENT
3875	3.97083	ENTAILMENT
3876	4.50077	ENTAILMENT
3877	2.03447	NEUTRAL
3878	4.79626	ENTAILMENT
3879	3.77647	CONTRADICTION
3881	3.43081	CONTRADICTION
3888	3.54077	NEUTRAL
3889	3.02781	NEUTRAL
3890	2.20853	NEUTRAL
3891	2.28248	NEUTRAL
3894	4.80427	ENTAILMENT
3896	4.22396	NEUTRAL
3900	2.51208	NEUTRAL
3902	2.66813	NEUTRAL
3906	2.58737	NEUTRAL
3907	3.8649	ENTAILMENT
3911	4.48274	ENTAILMENT
3913	4.05958	CONTRADICTION
3916	4.10177	ENTAILMENT
3918	4.26492	ENTAILMENT
3919	2.65237	CONTRADICTION
3923	4.2225	ENTAILMENT
3925	2.37958	NEUTRAL
3926	3.56472	NEUTRAL
3927	1.85657	NEUTRAL
3928	2.427	NEUTRAL
3931	1.73776	NEUTRAL
3932	2.39774	NEUTRAL
3933	1.6923	NEUTRAL
3937	2.96946	NEUTRAL
3944	4.37222	CONTRADICTION
3945	4.45824	ENTAILMENT
3946	4.42627	CONTRADICTION
3950	4.20485	CONTRADICTION
3952	4.70686	ENTAILMENT
3953	3.96319	NEUTRAL
3954	4.49306	ENTAILMENT
3959	2.38366	NEUTRAL
3960	3.71171	ENTAILMENT
3962	3.75386	ENTAILMENT
3963	4.45515	ENTAILMENT
3964	3.90983	NEUTRAL
3965	4.83847	ENTAILMENT
3966	4.00505	CONTRADICTION
3967	4.02757	NEUTRAL
3968	3.13631	NEUTRAL
3969	3.49876	NEUTRAL
3971	3.84201	NEUTRAL
3974	4.7021	ENTAILMENT
3975	4.05213	ENTAILMENT
3977	3.58195	ENTAILMENT
3978	4.60182	ENTAILMENT
3979	2.9849	CONTRADICTION
3981	4.90605	ENTAILMENT
3983	4.67966	ENTAILMENT
3988	3.07684	NEUTRAL
3991	3.61713	CONTRADICTION
3997	2.10787	NEUTRAL
4000	2.53889	NEUTRAL
4003	3.58279	NEUTRAL
4005	3.16331	CONTRADICTION
4008	4.39928	ENTAILMENT
4009	4.41183	NEUTRAL
4010	3.91117	NEUTRAL
4016	4.31545	ENTAILMENT
4018	4.25513	ENTAILMENT
4019	3.3749	NEUTRAL
4022	2.85614	CONTRADICTION
4023	3.2817	NEUTRAL
4024	4.31793	ENTAILMENT
4025	4.17201	ENTAILMENT
4026	3.71629	CONTRADICTION
4027	4.68094	ENTAILMENT
4029	4.14552	ENTAILMENT
4030	3.93784	ENTAILMENT
4032	3.75603	ENTAILMENT
4035	3.89546	ENTAILMENT
4039	3.62157	NEUTRAL
4042	3.66362	NEUTRAL
4044	3.65614	NEUTRAL
4048	3.73347	CONTRADICTION
4051	4.17707	ENTAILMENT
4052	2.53485	NEUTRAL
4053	4.19069	ENTAILMENT
4055	2.96615	CONTRADICTION
4057	3.24592	CONTRADICTION
4059	2.76462	NEUTRAL
4064	4.2587	NEUTRAL
4070	3.79262	NEUTRAL
4073	3.65511	NEUTRAL
4075	4.10866	NEUTRAL
4077	4.17157	CONTRADICTION
4078	3.23357	ENTAILMENT
4080	3.92228	CONTRADICTION
4081	3.68632	ENTAILMENT
4082	4.7487	ENTAILMENT
4089	3.29815	CONTRADICTION
4091	3.37839	NEUTRAL
4092	2.66464	NEUTRAL
4093	4.16809	ENTAILMENT
4095	2.68599	NEUTRAL
4096	3.72609	ENTAILMENT
4097	3.65471	ENTAILMENT
4098	4.56497	ENTAILMENT
4099	3.69958	NEUTRAL
4101	3.7478	CONTRADICTION
4103	2.60802	NEUTRAL
4104	2.76134	NEUTRAL
4106	3.01281	NEUTRAL
4107	4.63368	ENTAILMENT
4110	3.65056	CONTRADICTION
4111	4.62347	ENTAILMENT
4116	4.52921	ENTAILMENT
4121	4.33036	NEUTRAL
4122	3.09543	NEUTRAL
4124	4.12845	NEUTRAL
4128	3.8182	CONTRADICTION
4129	4.73487	ENTAILMENT
4130	3.74027	NEUTRAL
4131	4.68345	ENTAILMENT
4138	4.65984	ENTAILMENT
4139	4.35677	CONTRADICTION
4143	3.13188	NEUTRAL
4144	3.35385	NEUTRAL
4150	2.98938	CONTRADICTION
4151	2.43445	ENTAILMENT
4153	2.42795	ENTAILMENT
4158	3.52959	ENTAILMENT
4159	2.0284	NEUTRAL
4160	3.37914	NEUTRAL
4161	2.41728	NEUTRAL
4166	3.88932	NEUTRAL
4167	3.48249	NEUTRAL
4169	3.49499	NEUTRAL
4170	2.55361	NEUTRAL
4171	3.35016	ENTAILMENT
4172	4.67639	ENTAILMENT
4175	3.5763	CONTRADICTION
4177	3.26496	CONTRADICTION
4180	4.314	ENTAILMENT
4182	3.91439	CONTRADICTION
4184	4.11353	CONTRADICTION
4186	3.96742	NEUTRAL
4188	1.30791	NEUTRAL
4189	3.85662	NEUTRAL
4190	2.86339	NEUTRAL
4192	4.38099	ENTAILMENT
4198	1.55105	NEUTRAL
4200	1.4641	NEUTRAL
4201	4.64516	ENTAILMENT
4203	4.61028	ENTAILMENT
4204	3.39109	CONTRADICTION
4206	3.54996	CONTRADICTION
4208	3.40809	CONTRADICTION
4210	4.62302	ENTAILMENT
4211	3.524	CONTRADICTION
4215	2.96946	ENTAILMENT
4217	2.74585	CONTRADICTION
4218	3.81251	ENTAILMENT
4222	3.12812	ENTAILMENT
4224	2.07343	NEUTRAL
4225	4.34319	NEUTRAL
4226	3.36671	NEUTRAL
4227	4.30804	NEUTRAL
4229	4.13183	NEUTRAL
4230	4.39842	ENTAILMENT
4233	1.32193	NEUTRAL
4234	2.69293	NEUTRAL
4237	4.5474	ENTAILMENT
4240	4.27708	CONTRADICTION
4241	3.33794	ENTAILMENT
4243	3.25466	NEUTRAL
4245	2.44408	NEUTRAL
4249	3.19064	CONTRADICTION
4250	3.99113	ENTAILMENT
4255	2.51465	CONTRADICTION
4256	3.48831	NEUTRAL
4258	3.94947	NEUTRAL
4261	1.3	NEUTRAL
4262	1.12182	NEUTRAL
4263	1.21951	NEUTRAL
4264	1.09102	NEUTRAL
4268	4.72391	ENTAILMENT
4270	4.5278	ENTAILMENT
4271	3.44831	CONTRADICTION
4273	3.43072	CONTRADICTION
4276	3.62617	CONTRADICTION
4278	4.80031	ENTAILMENT
4281	4.23536	ENTAILMENT
4285	3.75447	CONTRADICTION
4286	4.82433	ENTAILMENT
4292	4.45265	ENTAILMENT
4293	4.81122	ENTAILMENT
4294	3.85576	NEUTRAL
4296	4.07907	CONTRADICTION
4297	4.80178	ENTAILMENT
4298	3.95896	CONTRADICTION
4300	3.66496	NEUTRAL
4302	4.61364	ENTAILMENT
4303	4.18911	CONTRADICTION
4309	1.07812	NEUTRAL
4310	1.06568	NEUTRAL
4311	4.71546	ENTAILMENT
4313	4.69764	ENTAILMENT
4314	3.5469	NEUTRAL
4317	3.31267	NEUTRAL
4319	3.16915	NEUTRAL
4324	3.56032	CONTRADICTION
4326	3.67585	NEUTRAL
4327	3.41047	CONTRADICTION
4331	2.78691	NEUTRAL
4332	4.74484	ENTAILMENT
4333	4.41105	ENTAILMENT
4334	3.25241	NEUTRAL
4337	1.46402	NEUTRAL
4343	3.71615	CONTRADICTION
4345	3.9884	CONTRADICTION
4352	4.00706	CONTRADICTION
4353	4.73888	ENTAILMENT
4355	1.23301	NEUTRAL
4356	1.18459	NEUTRAL
4358	1.12522	NEUTRAL
4362	3.58038	ENTAILMENT
4366	3.13643	NEUTRAL
4367	3.72466	NEUTRAL
4368	3.48691	NEUTRAL
4372	3.55077	CONTRADICTION
4373	4.51598	ENTAILMENT
4374	3.55104	CONTRADICTION
4375	3.83792	NEUTRAL
4380	4.84641	ENTAILMENT
4383	3.59562	CONTRADICTION
4384	4.67661	ENTAILMENT
4389	4.70088	ENTAILMENT
4391	4.17574	ENTAILMENT
4397	4.37835	ENTAILMENT
4399	3.69631	CONTRADICTION
4400	4.74536	ENTAILMENT
4402	4.79033	ENTAILMENT
4403	3.56116	CONTRADICTION
4404	4.75703	ENTAILMENT
4405	3.71145	CONTRADICTION
4406	4.80162	ENTAILMENT
4409	4.60458	ENTAILMENT
4413	3.79193	NEUTRAL
4415	3.85224	NEUTRAL
4416	4.36439	ENTAILMENT
4419	3.63644	NEUTRAL
4420	2.31175	NEUTRAL
4421	1.49509	NEUTRAL
4422	2.61624	NEUTRAL
4423	1.40532	NEUTRAL
4424	1.6482	NEUTRAL
4425	3.84681	ENTAILMENT
4427	4.56312	ENTAILMENT
4428	3.97127	CONTRADICTION
4430	3.10192	NEUTRAL
4433	3.63231	NEUTRAL
4434	4.34157	ENTAILMENT
4435	3.66019	CONTRADICTION
4436	4.77543	ENTAILMENT
4437	3.83359	CONTRADICTION
4438	1.18141	NEUTRAL
4441	1.07383	NEUTRAL
4444	3.74093	CONTRADICTION
4448	1.93093	NEUTRAL
4449	2.00639	NEUTRAL
4450	1.56807	NEUTRAL
4451	2.01699	NEUTRAL
4452	4.43864	ENTAILMENT
4453	3.07991	CONTRADICTION
4455	3.87422	CONTRADICTION
4456	4.08853	ENTAILMENT
4459	2.75483	NEUTRAL
4460	4.60706	NEUTRAL
4461	4.39452	ENTAILMENT
4462	3.30488	CONTRADICTION
4463	4.50263	ENTAILMENT
4465	3.47591	ENTAILMENT
4466	2.47939	NEUTRAL
4467	2.65663	NEUTRAL
4470	4.56413	ENTAILMENT
4474	1.70615	NEUTRAL
4475	1.28743	NEUTRAL
4476	1.53452	NEUTRAL
4478	1.28912	NEUTRAL
4479	4.41971	NEUTRAL
4480	3.76215	CONTRADICTION
4482	3.82874	CONTRADICTION
4483	1.11486	NEUTRAL
4484	1.08893	NEUTRAL
4485	1.0672	NEUTRAL
4488	4.6979	ENTAILMENT
4489	3.89651	CONTRADICTION
4491	3.21949	NEUTRAL
4493	2.8448	NEUTRAL
4494	4.365	ENTAILMENT
4495	3.56276	CONTRADICTION
4496	4.37269	ENTAILMENT
4499	3.24442	ENTAILMENT
4500	3.54433	CONTRADICTION
4502	2.87316	ENTAILMENT
4504	2.34931	NEUTRAL
4506	3.09544	NEUTRAL
4508	4.38352	ENTAILMENT
4510	4.48569	ENTAILMENT
4512	1.53624	NEUTRAL
4518	3.64891	CONTRADICTION
4521	2.64995	ENTAILMENT
4527	3.88809	CONTRADICTION
4528	4.57254	ENTAILMENT
4530	1.99019	NEUTRAL
4531	1.96876	NEUTRAL
4532	2.5039	NEUTRAL
4533	1.94073	NEUTRAL
4535	4.18839	ENTAILMENT
4536	3.39703	CONTRADICTION
4537	4.78452	ENTAILMENT
4538	4.23673	CONTRADICTION
4539	4.24578	ENTAILMENT
4542	3.06675	CONTRADICTION
4543	4.30872	NEUTRAL
4547	3.39617	CONTRADICTION
4548	3.86754	NEUTRAL
4550	4.55624	NEUTRAL
4552	4.07257	NEUTRAL
4554	4.64176	NEUTRAL
4555	4.30278	ENTAILMENT
4557	3.26667	NEUTRAL
4560	3.48076	NEUTRAL
4561	3.47832	NEUTRAL
4563	3.91644	CONTRADICTION
4566	4.58389	ENTAILMENT
4568	4.44581	ENTAILMENT
4571	4.5796	ENTAILMENT
4572	3.38227	CONTRADICTION
4575	1.70337	NEUTRAL
4576	2.40721	NEUTRAL
4577	2.27231	NEUTRAL
4578	1.44861	NEUTRAL
4582	4.58563	ENTAILMENT
4584	4.73018	ENTAILMENT
4586	4.68983	ENTAILMENT
4587	3.78568	CONTRADICTION
4589	4.22716	ENTAILMENT
4591	4.56727	NEUTRAL
4592	4.22926	CONTRADICTION
4593	1.2026	NEUTRAL
4594	1.13399	NEUTRAL
4598	4.5761	ENTAILMENT
4599	3.4132	CONTRADICTION
4600	4.24111	ENTAILMENT
4602	4.44719	ENTAILMENT
4603	3.7114	NEUTRAL
4604	4.21808	ENTAILMENT
4607	4.75708	ENTAILMENT
4608	3.9321	CONTRADICTION
4609	4.74579	ENTAILMENT
4613	4.74822	ENTAILMENT
4618	4.72848	ENTAILMENT
4620	4.2754	ENTAILMENT
4621	3.64417	CONTRADICTION
4622	4.59954	ENTAILMENT
4623	3.6563	CONTRADICTION
4624	4.66575	ENTAILMENT
4625	3.63943	NEUTRAL
4627	4.28275	NEUTRAL
4628	4.02451	CONTRADICTION
4629	1.14831	NEUTRAL
4631	1.14682	NEUTRAL
4639	2.57857	NEUTRAL
4640	4.59544	ENTAILMENT
4641	2.22132	NEUTRAL
4642	3.60384	NEUTRAL
4645	4.39492	ENTAILMENT
4647	4.49398	ENTAILMENT
4649	4.55435	ENTAILMENT
4654	4.64259	ENTAILMENT
4655	4.13588	CONTRADICTION
4657	1.08128	NEUTRAL
4658	1.11024	NEUTRAL
4667	3.11097	NEUTRAL
4670	3.97642	ENTAILMENT
4672	4.17651	ENTAILMENT
4675	4.21114	NEUTRAL
4676	3.52173	CONTRADICTION
4677	3.67247	NEUTRAL
4678	3.76316	CONTRADICTION
4682	4.25095	CONTRADICTION
4684	3.62532	CONTRADICTION
4690	4.55313	ENTAILMENT
4691	4.0034	ENTAILMENT
4692	3.7427	ENTAILMENT
4693	3.56989	NEUTRAL
4694	4.07608	ENTAILMENT
4695	4.07608	ENTAILMENT
4698	3.75293	ENTAILMENT
4703	4.16798	ENTAILMENT
4704	3.32849	NEUTRAL
4705	4.495	ENTAILMENT
4706	3.26441	CONTRADICTION
4708	4.18036	ENTAILMENT
4709	4.35307	CONTRADICTION
4714	4.31582	ENTAILMENT
4715	3.03413	NEUTRAL
4719	4.53074	ENTAILMENT
4721	3.99311	CONTRADICTION
4722	4.08522	NEUTRAL
4723	3.2991	NEUTRAL
4726	3.65564	NEUTRAL
4727	3.89118	NEUTRAL
4730	4.61111	ENTAILMENT
4732	4.46141	ENTAILMENT
4733	3.80151	CONTRADICTION
4736	4.36595	ENTAILMENT
4737	4.54567	ENTAILMENT
4738	4.19089	CONTRADICTION
4739	4.83115	ENTAILMENT
4741	4.36425	NEUTRAL
4744	3.88455	ENTAILMENT
4747	4.35328	ENTAILMENT
4748	4.7917	ENTAILMENT
4749	4.19122	CONTRADICTION
4750	4.65805	ENTAILMENT
4751	4.2556	NEUTRAL
4754	1.32494	NEUTRAL
4757	4.6958	ENTAILMENT
4758	3.14105	NEUTRAL
4765	1.50992	NEUTRAL
4768	4.70513	ENTAILMENT
4770	1.35673	NEUTRAL
4772	1.53095	NEUTRAL
4773	1.37261	NEUTRAL
4775	4.71464	ENTAILMENT
4778	4.18782	NEUTRAL
4779	4.70485	ENTAILMENT
4781	4.62806	ENTAILMENT
4783	4.63406	ENTAILMENT
4784	4.49909	NEUTRAL
4785	4.32505	NEUTRAL
4786	4.47825	NEUTRAL
4787	3.04912	CONTRADICTION
4789	1.22039	NEUTRAL
4791	1.0764	NEUTRAL
4792	1.14092	NEUTRAL
4801	4.72193	ENTAILMENT
4804	4.54694	ENTAILMENT
4809	2.80599	CONTRADICTION
4818	3.83454	CONTRADICTION
4827	3.45514	CONTRADICTION
4828	4.50152	ENTAILMENT
4829	2.95008	CONTRADICTION
4830	4.23474	ENTAILMENT
4833	3.99932	NEUTRAL
4834	3.65035	CONTRADICTION
4835	4.41615	ENTAILMENT
4837	3.5227	NEUTRAL
4838	4.0975	NEUTRAL
4840	2.45546	CONTRADICTION
4841	2.99115	NEUTRAL
4846	1.2376	NEUTRAL
4850	1.15246	NEUTRAL
4854	4.2604	CONTRADICTION
4856	2.45395	NEUTRAL
4861	3.96727	CONTRADICTION
4862	3.90963	ENTAILMENT
4864	2.62842	NEUTRAL
4865	1.51684	NEUTRAL
4868	1.71675	NEUTRAL
4870	3.68984	CONTRADICTION
4871	4.74138	ENTAILMENT
4873	3.8628	ENTAILMENT
4875	4.45419	NEUTRAL
4876	2.70181	NEUTRAL
4878	4.52683	ENTAILMENT
4884	4.40331	ENTAILMENT
4887	4.69827	ENTAILMENT
4889	3.6762	NEUTRAL
4890	3.92871	CONTRADICTION
4892	3.02939	NEUTRAL
4893	4.09374	NEUTRAL
4894	3.44566	NEUTRAL
4895	4.00727	NEUTRAL
4896	3.87096	ENTAILMENT
4897	3.56093	CONTRADICTION
4899	3.80021	CONTRADICTION
4902	1.67264	NEUTRAL
4904	1.28469	NEUTRAL
4906	3.72181	CONTRADICTION
4907	4.20358	NEUTRAL
4908	3.44171	CONTRADICTION
4909	1.40994	NEUTRAL
4910	1.24121	NEUTRAL
4914	4.67678	ENTAILMENT
4917	3.75806	CONTRADICTION
4923	4.66085	ENTAILMENT
4924	3.32346	CONTRADICTION
4925	4.67006	ENTAILMENT
4927	2.58809	NEUTRAL
4930	1.91308	NEUTRAL
4931	2.57294	NEUTRAL
4935	4.38269	ENTAILMENT
4936	3.90957	CONTRADICTION
4939	3.6484	NEUTRAL
4943	3.33861	NEUTRAL
4945	4.40708	NEUTRAL
4952	1.09672	NEUTRAL
4955	3.84003	CONTRADICTION
4956	4.08438	ENTAILMENT
4958	2.78909	NEUTRAL
4962	2.15286	NEUTRAL
4969	4.40206	ENTAILMENT
4972	4.91044	ENTAILMENT
4973	4.50909	CONTRADICTION
4976	1.10018	NEUTRAL
4979	1.12439	NEUTRAL
4980	1.07162	NEUTRAL
4984	4.02069	NEUTRAL
4986	1.65458	NEUTRAL
4987	1.49981	NEUTRAL
4988	1.15202	NEUTRAL
4993	4.36473	CONTRADICTION
4994	1.30574	NEUTRAL
4995	1.16866	NEUTRAL
4999	4.67244	ENTAILMENT
5001	4.68572	ENTAILMENT
5004	3.74721	NEUTRAL
5006	4.14716	ENTAILMENT
5008	4.85122	ENTAILMENT
5009	3.59532	CONTRADICTION
5013	2.56972	NEUTRAL
5016	4.05504	NEUTRAL
5019	3.85495	NEUTRAL
5020	4.52127	ENTAILMENT
5021	3.55409	CONTRADICTION
5028	4.73473	ENTAILMENT
5029	3.51871	CONTRADICTION
5034	3.14875	CONTRADICTION
5035	3.33765	NEUTRAL
5036	4.6232	ENTAILMENT
5038	4.76449	ENTAILMENT
5041	4.56	ENTAILMENT
5042	3.63424	CONTRADICTION
5043	3.70767	NEUTRAL
5044	2.88616	NEUTRAL
5054	2.08509	NEUTRAL
5055	1.32063	NEUTRAL
5057	4.66158	ENTAILMENT
5059	4.5563	ENTAILMENT
5061	4.66347	ENTAILMENT
5062	3.41007	CONTRADICTION
5063	4.59111	ENTAILMENT
5065	4.69544	ENTAILMENT
5066	4.46958	ENTAILMENT
5067	3.72793	CONTRADICTION
5068	4.55638	ENTAILMENT
5069	3.7377	CONTRADICTION
5070	1.065	NEUTRAL
5071	1.08422	NEUTRAL
5075	4.40477	NEUTRAL
5076	3.57648	CONTRADICTION
5077	4.34079	ENTAILMENT
5084	4.50521	ENTAILMENT
5087	3.87673	NEUTRAL
5088	1.66047	NEUTRAL
5090	1.74556	NEUTRAL
5093	4.50185	ENTAILMENT
5094	4.17156	CONTRADICTION
5095	4.27702	ENTAILMENT
5098	1.07425	NEUTRAL
5099	1.13049	NEUTRAL
5101	1.09983	NEUTRAL
5103	4.32853	CONTRADICTION
5104	4.58592	ENTAILMENT
5106	4.49004	ENTAILMENT
5108	4.70296	ENTAILMENT
5111	3.76776	NEUTRAL
5112	3.81366	CONTRADICTION
5118	1.13569	NEUTRAL
5120	4.33082	ENTAILMENT
5122	4.44136	ENTAILMENT
5126	1.27841	NEUTRAL
5128	1.18648	NEUTRAL
5129	4.63055	ENTAILMENT
5130	3.28583	CONTRADICTION
5131	4.22175	ENTAILMENT
5138	4.52488	ENTAILMENT
5140	4.42498	ENTAILMENT
5143	1.28143	NEUTRAL
5144	1.34181	NEUTRAL
5146	1.28061	NEUTRAL
5150	2.98043	CONTRADICTION
5151	1.08548	NEUTRAL
5152	1.15221	NEUTRAL
5156	4.68598	ENTAILMENT
5157	4.07452	CONTRADICTION
5158	4.69397	ENTAILMENT
5159	3.62106	CONTRADICTION
5162	1.15971	NEUTRAL
5164	1.13054	NEUTRAL
5165	3.79512	ENTAILMENT
5168	4.15424	CONTRADICTION
5170	1.06632	NEUTRAL
5172	1.10518	NEUTRAL
5173	1.07808	NEUTRAL
5174	4.59477	ENTAILMENT
5179	3.58959	CONTRADICTION
5180	4.44811	ENTAILMENT
5181	3.23191	CONTRADICTION
5182	4.48472	ENTAILMENT
5183	3.88769	ENTAILMENT
5184	4.38603	ENTAILMENT
5185	4.66228	ENTAILMENT
5188	1.17251	NEUTRAL
5190	1.12529	NEUTRAL
5192	4.18325	ENTAILMENT
5193	2.89934	CONTRADICTION
5194	4.16156	CONTRADICTION
5196	3.05541	NEUTRAL
5200	3.18658	NEUTRAL
5202	4.59444	ENTAILMENT
5205	2.78051	NEUTRAL
5207	3.47131	ENTAILMENT
5209	2.32084	NEUTRAL
5210	4.8167	ENTAILMENT
5211	3.92268	CONTRADICTION
5213	3.40868	CONTRADICTION
5214	1.20577	NEUTRAL
5217	1.25347	NEUTRAL
5218	1.22616	NEUTRAL
5221	4.30723	NEUTRAL
5222	3.65693	NEUTRAL
5224	2.95658	NEUTRAL
5228	3.09756	NEUTRAL
5229	3.14724	CONTRADICTION
5230	4.77685	ENTAILMENT
5233	2.54694	NEUTRAL
5235	2.06295	NEUTRAL
5237	4.63835	ENTAILMENT
5240	4.61894	ENTAILMENT
5241	3.84863	NEUTRAL
5243	3.79131	NEUTRAL
